Spheres	Iterations	Distance	Frame Rate	Ray Count
125	2	10.000000	2.010065	13521058
125	4	10.000000	1.776618	25622332
125	6	10.000000	1.528513	31096340
125	8	10.000000	1.471850	31096340
125	10	10.000000	1.518533	31096340
125	12	10.000000	1.539031	31096340
125	14	10.000000	1.506871	31096340
125	16	10.000000	1.524167	31096340
